"tract","Name","Household_Income_Stayed_in_Commuting_Zone_rP_gP_p50"
36081026100,"Queens County, NY",55114
36059411301,"Valley Stream, NY",55103
36081137700,"Queens County, NY",55101
34013015000,"Bloomfield, NJ",55090
36005018400,"Bronx County, NY",55084
36081084602,"Queens County, NY",55052
36085027302,"Richmond County, NY",55036
36005051600,"Bronx County, NY",54999
36081057700,"Queens County, NY",54983
36081102900,"Queens County, NY",54977
36047064600,"Kings County, NY",54967
36047044000,"Kings County, NY",54967
36005025000,"Bronx County, NY",54958
34003041100,"Palisades Park, NJ",54958
36061012200,"Lenox Hill, New York, NY",54956
36061015900,"Lincoln Square, New York, NY",54941
34003011100,"Elmwood Park, NJ",54941
36059410400,"Valley Stream, NY",54937
34027041702,"Lake Hiawatha, Parsippany-Troy Hills, NJ",54926
36081011200,"Queens County, NY",54914
36081024700,"Queens County, NY",54894
34039036400,"Westfield, NJ",54888
36081077300,"Queens County, NY",54882
36047045400,"Kings County, NY",54877
34017013900,"Harrison, NJ",54872
36081120100,"Queens County, NY",54838
36081016100,"Queens County, NY",54835
36047060600,"Kings County, NY",54810
36081012301,"Queens County, NY",54804
36047021000,"Kings County, NY",54780
36047013000,"Kings County, NY",54775
36081118700,"Queens County, NY",54747
36085017600,"Richmond County, NY",54730
36085013204,"Richmond County, NY",54725
34013007400,"Newark, NJ",54709
36081071100,"Queens County, NY",54688
36085017700,"Richmond County, NY",54685
36081068700,"Queens County, NY",54656
36119001503,"Southeast Yonkers, Yonkers, NY",54651
36081080302,"Queens County, NY",54643
36005025200,"Bronx County, NY",54606
34031154002,"Little Falls, NJ",54593
34013007100,"Ironbound District, Newark, NJ",54572
34013007700,"Ironbound District, Newark, NJ",54563
34003005000,"Carlstadt, NJ",54562
36061011000,"Lenox Hill, New York, NY",54539
36047026400,"Kings County, NY",54531
36047074600,"Kings County, NY",54521
36081000800,"Queens County, NY",54504
36059303201,"Garden City Park, NY",54496
36047013800,"Kings County, NY",54494
36085002002,"Richmond County, NY",54490
34003019202,"Fort Lee, NJ",54464
36081077902,"Queens County, NY",54451
36059411600,"Lawrence, NY",54419
34013021802,"West Caldwell, NJ",54393
36081011700,"Queens County, NY",54384
36081014700,"Queens County, NY",54359
36085015602,"Richmond County, NY",54350
36047003600,"Kings County, NY",54344
36081113900,"Queens County, NY",54344
36081052500,"Queens County, NY",54317
36081062100,"Queens County, NY",54312
34031223801,"Totowa, NJ",54307
36047028000,"Kings County, NY",54281
36059413100,"Oceanside, NY",54260
36059413600,"Baldwin, NY",54236
34039034900,"Linden, NJ",54225
34031175801,"Passaic, NJ",54205
34003057102,"Wallington, NJ",54187
34039036800,"Westfield, NJ",54178
36081124100,"Queens County, NY",54176
34003030400,"Lodi, NJ",54142
36081075701,"Queens County, NY",54136
36081145101,"Queens County, NY",54114
36047036600,"Kings County, NY",54109
34017013100,"Kearny, NJ",54101
34031124321,"Clifton, NJ",54099
34003038200,"North Arlington, NJ",54097
36081025700,"Queens County, NY",54096
36047025200,"Kings County, NY",54077
36081140901,"Queens County, NY",54073
36047010600,"Kings County, NY",54070
36081074300,"Queens County, NY",54070
34003019104,"Fort Lee, NJ",54068
36085005000,"Richmond County, NY",54053
34023002301,"Colonia, Woodbridge Township, NJ",54035
34017014501,"North Bergen, NJ",54027
34023002302,"Colonia, Woodbridge Township, NJ",54024
34013020200,"Essex County, NJ",54017
34017011200,"Constable Hook, Bayonne, NJ",54006
36085029103,"Richmond County, NY",53961
34039031500,"Elizabeth, NJ",53939
34017014900,"North Bergen, NJ",53934
