"tract","Name","Household_Income_Stayed_in_Commuting_Zone_rP_gP_p75"
36047057100,"Kings County, NY",62139
34013021803,"West Caldwell, NJ",62132
36047003600,"Kings County, NY",62108
34039036800,"Westfield, NJ",62108
36081009700,"Queens County, NY",62108
34027040102,"Lincoln Park, NJ",62104
36047026600,"Kings County, NY",62091
36085027302,"Richmond County, NY",62055
34013015300,"Bloomfield, NJ",62044
36005031600,"Bronx County, NY",62037
36047041401,"Kings County, NY",62034
36047069602,"Kings County, NY",62030
36081001600,"Queens County, NY",62023
36061003100,"Chinatown, New York, NY",62021
34031154001,"Little Falls, NJ",62015
34013016200,"Upper Montclair, Montclair, NJ",62002
34017013000,"Kearny, NJ",61984
34039032100,"Elizabeth, NJ",61980
36081025900,"Queens County, NY",61963
36085015603,"Richmond County, NY",61954
36047020200,"Kings County, NY",61944
36061016001,"Upper East Side, New York, NY",61944
36059300800,"Great Neck, NY",61911
34039037400,"Cranford, NJ",61911
36085020100,"Richmond County, NY",61890
34031246300,"Wayne, NJ",61889
34003046200,"Ridgefield Park, NJ",61843
36059416202,"Island Park, NY",61805
36047025200,"Kings County, NY",61789
34003028002,"Leonia, NJ",61763
36061016300,"Upper West Side, New York, NY",61743
36061008603,"Midtown, New York, NY",61740
34023001903,"Edison, NJ",61736
36061014802,"Upper East Side, New York, NY",61729
36081062100,"Queens County, NY",61722
36059412400,"Rockville Centre, NY",61701
36081079701,"Queens County, NY",61689
36047004500,"Kings County, NY",61665
36081115500,"Queens County, NY",61660
36047003400,"Kings County, NY",61637
34003011200,"Elmwood Park, NJ",61608
36061016100,"Upper West Side, New York, NY",61606
34017017100,"Union City, NJ",61599
36081003400,"Queens County, NY",61576
34013005700,"South Broad Street, Newark, NJ",61568
34031124321,"Clifton, NJ",61568
36081058500,"Queens County, NY",61549
34003011300,"Elmwood Park, NJ",61547
36081115900,"Queens County, NY",61543
34023002901,"Woodbridge, Woodbridge Township, NJ",61522
36005023200,"Bronx County, NY",61512
36081010000,"Queens County, NY",61486
34013015800,"Bloomfield, NJ",61484
36081031700,"Queens County, NY",61479
34013017302,"West Orange, NJ",61456
36081046300,"Queens County, NY",61441
36061020101,"Upper Manhattan, New York, NY",61440
34013007800,"Ironbound District, Newark, NJ",61435
36081053900,"Queens County, NY",61428
34003006300,"Cliffside Park, NJ",61415
36047036002,"Kings County, NY",61379
36047013400,"Kings County, NY",61376
36081094700,"Queens County, NY",61367
36081000700,"Queens County, NY",61360
34017012600,"Kearny, NJ",61355
36081073100,"Queens County, NY",61354
36061013400,"Lenox Hill, New York, NY",61339
36081056000,"Queens County, NY",61335
34039037100,"Cranford, NJ",61327
36081118100,"Queens County, NY",61326
36081027500,"Queens County, NY",61325
34017014300,"North Bergen, NJ",61310
34003038100,"North Arlington, NJ",61304
36047056100,"Kings County, NY",61293
36005013000,"Bronx County, NY",61282
34003016000,"Englewood Cliffs, NJ",61278
36081115100,"Queens County, NY",61270
36059412800,"South Hempstead, NY",61252
36081071305,"Queens County, NY",61243
36081003000,"Queens County, NY",61242
34023007101,"Sayreville, NJ",61231
36059416402,"Long Beach, NY",61217
34031125000,"Clifton, NJ",61195
34027041702,"Lake Hiawatha, Parsippany-Troy Hills, NJ",61192
36085018702,"Richmond County, NY",61136
36081071303,"Queens County, NY",61122
34013021200,"Verona, NJ",61116
34017014400,"North Bergen, NJ",61093
36081011300,"Queens County, NY",61085
34003038200,"North Arlington, NJ",61062
36081062700,"Queens County, NY",61061
36081049301,"Queens County, NY",61049
36047100800,"Kings County, NY",61032
36059406201,"West Hempstead, NY",61023
34003019305,"Fort Lee, NJ",61012
34013014300,"Belleville, NJ",61008
36047016400,"Kings County, NY",60996
34003012001,"East Rutherford, NJ",60995
36059411500,"Hewlett, NY",60967
34031223801,"Totowa, NJ",60961
36119007100,"Larchmont, NY",60953
36081077902,"Queens County, NY",60935
34003037202,"New Milford, NJ",60932
34023003102,"Woodbridge Township, NJ",60932
34003003200,"Bergenfield, NJ",60912
34003023301,"Hackensack, NJ",60910
34013017400,"West Orange, NJ",60874
36005016400,"Bronx County, NY",60874
36047030000,"Kings County, NY",60864
36047019000,"Kings County, NY",60853
36085013203,"Richmond County, NY",60845
36081057900,"Queens County, NY",60824
36081012400,"Queens County, NY",60818
36047037402,"Kings County, NY",60807
36005051600,"Bronx County, NY",60792
34013016100,"Upper Montclair, Montclair, NJ",60784
34003004002,"Bogota, NJ",60756
34003030100,"Lodi, NJ",60755
36081006900,"Queens County, NY",60746
36061011100,"Midtown, New York, NY",60745
36047013800,"Kings County, NY",60723
36059517102,"Glen Cove, NY",60716
36119005400,"Pelham, Village of Pelham, NY",60709
36081051300,"Queens County, NY",60692
34039037700,"Summit, NJ",60690
36081061900,"Queens County, NY",60682
34003019203,"Fort Lee, NJ",60677
36081010300,"Queens County, NY",60670
36047005000,"Kings County, NY",60648
36047031400,"Kings County, NY",60631
36081055500,"Queens County, NY",60629
34039032600,"Union, NJ",60601
36005044901,"Bronx County, NY",60596
36061012200,"Lenox Hill, New York, NY",60593
36061010800,"Midtown, New York, NY",60566
36081042700,"Queens County, NY",60525
34039032901,"Union, NJ",60520
36085014608,"Richmond County, NY",60509
36005031200,"Bronx County, NY",60500
34013013500,"Nutley, NJ",60485
34039036500,"Westfield, NJ",60485
36081047000,"Queens County, NY",60482
36047099200,"Kings County, NY",60474
36061013200,"Upper East Side, New York, NY",60452
36059410300,"Valley Stream, NY",60451
36061014200,"Upper East Side, New York, NY",60411
36047036700,"Kings County, NY",60390
36047038600,"Kings County, NY",60386
34003046300,"Ridgefield Park, NJ",60381
36081027300,"Queens County, NY",60376
34023002000,"Metuchen, NJ",60374
36081124100,"Queens County, NY",60361
34039033400,"Union, NJ",60359
36047006400,"Kings County, NY",60339
34003019102,"Fort Lee, NJ",60339
34039033200,"Union, NJ",60336
36081028500,"Queens County, NY",60335
34023001804,"Edison, NJ",60331
36085006700,"Richmond County, NY",60302
34023001416,"Edison, NJ",60282
36081046500,"Queens County, NY",60280
36081003600,"Queens County, NY",60279
36059406100,"West Hempstead, NY",60278
34003041200,"Palisades Park, NJ",60276
36081113900,"Queens County, NY",60264
36061015900,"Lincoln Square, New York, NY",60237
34023003700,"Carteret, NJ",60231
36085009700,"Richmond County, NY",60226
36081003100,"Queens County, NY",60221
36059416701,"Long Beach, NY",60218
36047016500,"Kings County, NY",60196
34003057101,"Wallington, NJ",60189
36047015700,"Kings County, NY",60164
36081014500,"Queens County, NY",60157
34031124601,"Clifton, NJ",60100
36047062800,"Kings County, NY",60098
36085020801,"Richmond County, NY",60093
36081056400,"Queens County, NY",60087
36005030100,"Bronx County, NY",60080
34023001701,"Edison, NJ",60079
36047076200,"Kings County, NY",60079
36081071100,"Queens County, NY",60072
36061011203,"Midtown, New York, NY",60060
34023002603,"Iselin, Woodbridge Township, NJ",60042
36081077904,"Queens County, NY",60036
36081055600,"Queens County, NY",60008
34023002401,"Colonia, Woodbridge Township, NJ",59945
34039037300,"Cranford, NJ",59943
36085005000,"Richmond County, NY",59912
34017014101,"North Bergen, NJ",59907
36047004600,"Kings County, NY",59895
36081005400,"Queens County, NY",59880
36081007700,"Queens County, NY",59877
36081116700,"Queens County, NY",59864
36081012000,"Queens County, NY",59844
36081143500,"Queens County, NY",59841
36085007000,"Richmond County, NY",59838
36061004400,"Midtown, New York, NY",59815
36047017600,"Kings County, NY",59811
34017010100,"Bayonne, NJ",59752
36081077300,"Queens County, NY",59728
36081018102,"Queens County, NY",59720
36061005200,"Midtown, New York, NY",59719
36061031703,"Lower Manhattan, New York, NY",59704
36085024800,"Richmond County, NY",59696
36047053200,"Kings County, NY",59682
34003006201,"Cliffside Park, NJ",59659
36047039600,"Kings County, NY",59652
36081014700,"Queens County, NY",59634
34013018000,"West Orange, NJ",59630
36005040900,"Bronx County, NY",59628
34031175601,"Passaic, NJ",59599
36005025200,"Bronx County, NY",59597
36047006500,"Kings County, NY",59596
36047056000,"Kings County, NY",59588
36085024402,"Richmond County, NY",59568
36081059100,"Queens County, NY",59554
36005034500,"Bronx County, NY",59534
34013021701,"Caldwell, NJ",59529
36081071900,"Queens County, NY",59528
36081032900,"Queens County, NY",59523
36085011201,"Richmond County, NY",59507
36081003200,"Queens County, NY",59503
36081006201,"Queens County, NY",59494
36059301400,"Port Washington, NY",59481
36047063200,"Kings County, NY",59459
36081030903,"Queens County, NY",59443
34023002302,"Colonia, Woodbridge Township, NJ",59439
34023002604,"Iselin, Woodbridge Township, NJ",59433
36047042800,"Kings County, NY",59429
36081002800,"Queens County, NY",59410
34039032001,"Elizabeth, NJ",59374
36085002002,"Richmond County, NY",59369
36081070300,"Queens County, NY",59360
34003021100,"Garfield, NJ",59342
36081140901,"Queens County, NY",59316
36047067400,"Kings County, NY",59316
34003046100,"Ridgefield Park, NJ",59311
36047041800,"Kings County, NY",59296
36005032300,"Bronx County, NY",59264
36061001001,"Lower Manhattan, New York, NY",59263
36047022600,"Kings County, NY",59246
36047044300,"Kings County, NY",59238
36081147900,"Queens County, NY",59236
36085011401,"Richmond County, NY",59235
36081077906,"Queens County, NY",59215
36081056700,"Queens County, NY",59211
36047097000,"Kings County, NY",59202
34003030300,"Lodi, NJ",59190
36059300700,"Great Neck Plaza, NY",59190
34027040804,"Montville, NJ",59186
36005033700,"Bronx County, NY",59174
36081024900,"Queens County, NY",59172
36061014401,"Upper East Side, New York, NY",59171
36081005100,"Queens County, NY",59166
34013015200,"Bloomfield, NJ",59158
36061008200,"Midtown, New York, NY",59137
36081011500,"Queens County, NY",59128
36081007300,"Queens County, NY",59114
36081083800,"Queens County, NY",59111
36081041500,"Queens County, NY",59106
36081028300,"Queens County, NY",59105
36081045900,"Queens County, NY",59087
34039030600,"Elizabeth, NJ",59076
36085017600,"Richmond County, NY",59071
36081057700,"Queens County, NY",59062
36085016901,"Richmond County, NY",59052
34017007200,"Downtown Jersey City, Hoboken, NJ",59035
34017000500,"The Heights, Jersey City, NJ",59033
34031264101,"Woodland Park, NJ",59032
34013000600,"Upper Roseville, Newark, NJ",59013
34023002301,"Colonia, Woodbridge Township, NJ",59012
36061012600,"Lenox Hill, New York, NY",59012
36061005900,"Lower Manhattan, New York, NY",58991
36047015000,"Kings County, NY",58977
36081025700,"Queens County, NY",58959
36047060600,"Kings County, NY",58947
36061014801,"Upper East Side, New York, NY",58941
36047042200,"Kings County, NY",58895
36081073900,"Queens County, NY",58895
36081085900,"Queens County, NY",58893
36119001503,"Southeast Yonkers, Yonkers, NY",58890
36085012500,"Richmond County, NY",58889
36081129104,"Queens County, NY",58858
36061007000,"Kips Bay, New York, NY",58822
36081050700,"Queens County, NY",58791
36119006100,"New Rochelle, NY",58779
34017014700,"North Bergen, NJ",58769
36059411000,"Inwood, NY",58765
36081033900,"Queens County, NY",58759
36047015200,"Kings County, NY",58755
34031124200,"Clifton, NJ",58722
34031124800,"Clifton, NJ",58699
36081074300,"Queens County, NY",58661
36061017500,"Upper West Side, New York, NY",58656
36081065900,"Queens County, NY",58632
36005024600,"Bronx County, NY",58590
36061001501,"Lower Manhattan, New York, NY",58545
34013013600,"Nutley, NJ",58544
36081005300,"Queens County, NY",58541
36081004700,"Queens County, NY",58536
36047011800,"Kings County, NY",58503
36061011201,"Midtown, New York, NY",58500
36081068700,"Queens County, NY",58485
36047076000,"Kings County, NY",58466
36081099200,"Queens County, NY",58466
34039038000,"Summit, NJ",58461
36081012800,"Queens County, NY",58455
36081047100,"Queens County, NY",58454
36047049500,"Kings County, NY",58441
36081008600,"Queens County, NY",58430
36047007000,"Kings County, NY",58422
36081009100,"Queens County, NY",58420
36085027702,"Richmond County, NY",58414
36047021000,"Kings County, NY",58351
36061000600,"Lower East Side, New York, NY",58329
34039032002,"Elizabeth, NJ",58319
36081015600,"Queens County, NY",58314
36081009600,"Queens County, NY",58254
34023009100,"Port Reading, Woodbridge Township, NJ",58208
36061011600,"Lenox Hill, New York, NY",58193
36047044500,"Kings County, NY",58190
36047012200,"Kings County, NY",58177
34039032500,"Hillside, NJ",58171
36061016002,"East Harlem, New York, NY",58158
36081100801,"Queens County, NY",58138
36081013500,"Queens County, NY",58128
36081000600,"Queens County, NY",58124
36081122701,"Queens County, NY",58110
36085012100,"Richmond County, NY",58106
36059413500,"Baldwin, NY",58100
34003021200,"Garfield, NJ",58083
36059416600,"Long Beach, NY",58073
36081025100,"Queens County, NY",58067
36085001800,"Richmond County, NY",58037
36081080302,"Queens County, NY",58003
36047043000,"Kings County, NY",57974
36061008000,"Midtown, New York, NY",57970
34017004700,"Jersey City, NJ",57921
36119001505,"Southeast Yonkers, Yonkers, NY",57914
36061004300,"Lower Manhattan, New York, NY",57904
36005033500,"Bronx County, NY",57886
36047065000,"Kings County, NY",57878
36061009900,"Midtown, New York, NY",57871
36047075000,"Kings County, NY",57856
34017015600,"West New York, NJ",57844
34017013600,"Harrison, NJ",57808
36081014000,"Queens County, NY",57805
36047019400,"Kings County, NY",57797
34003057200,"Wallington, NJ",57736
36081065702,"Queens County, NY",57736
36061026700,"Fort George, New York, NY",57713
36047115000,"Kings County, NY",57697
36081047500,"Queens County, NY",57645
34013015000,"Bloomfield, NJ",57644
34023003002,"Woodbridge, Woodbridge Township, NJ",57611
34027042700,"Chatham, NJ",57589
36081055400,"Queens County, NY",57558
34017018900,"Hoboken, NJ",57544
36081046100,"Queens County, NY",57542
36081126700,"Queens County, NY",57518
36085011202,"Richmond County, NY",57515
36005029500,"Bronx County, NY",57499
36081067900,"Queens County, NY",57473
34003019306,"Fort Lee, NJ",57469
36047039400,"Kings County, NY",57452
34003019104,"Fort Lee, NJ",57424
34013007501,"North Ironbound, Newark, NJ",57412
34017010600,"Constable Hook, Bayonne, NJ",57356
36005015200,"Bronx County, NY",57354
34003048100,"River Edge, NJ",57349
34003028001,"Leonia, NJ",57348
34017014900,"North Bergen, NJ",57345
36047100600,"Kings County, NY",57343
36085004700,"Richmond County, NY",57339
36081026901,"Queens County, NY",57338
36047044000,"Kings County, NY",57317
36005032600,"Bronx County, NY",57308
36059416802,"Long Beach, NY",57306
36047056600,"Kings County, NY",57297
36081016800,"Queens County, NY",57281
36081018700,"Queens County, NY",57279
36047102400,"Kings County, NY",57229
36085003900,"Richmond County, NY",57228
36119003900,"North Side, Mount Vernon, NY",57195
36047050100,"Kings County, NY",57168
36061003602,"Bowery, New York, NY",57158
36085030301,"Richmond County, NY",57155
34013019000,"South Orange, NJ",57154
36081007100,"Queens County, NY",57135
36059416702,"Long Beach, NY",57133
34013021801,"West Caldwell, NJ",57126
34013017500,"West Orange, NJ",57103
34039033100,"Union, NJ",57098
36047096200,"Kings County, NY",57040
34017010200,"Bayonne, NJ",57033
36047040400,"Kings County, NY",57024
34003030200,"Lodi, NJ",57022
36081013600,"Queens County, NY",57020
36047023500,"Kings County, NY",57017
36119001302,"Park Hill, Yonkers, NY",57013
36081061301,"Queens County, NY",56955
36081079900,"Queens County, NY",56952
36081047900,"Queens County, NY",56938
34023003101,"Metuchen, NJ",56936
34031183101,"Paterson, NJ",56919
34039035700,"Rahway, NJ",56913
36047054200,"Kings County, NY",56912
36059416401,"Long Beach, NY",56911
34023007203,"Parlin, Sayreville, NJ",56903
36059405900,"West Hempstead, NY",56890
34013015500,"Bloomfield, NJ",56888
36081048100,"Queens County, NY",56886
36119002403,"Southeast Yonkers, Yonkers, NY",56884
36047006700,"Kings County, NY",56880
36081004002,"Queens County, NY",56873
36081069300,"Queens County, NY",56849
36081074500,"Queens County, NY",56807
36081058300,"Queens County, NY",56770
36047059100,"Kings County, NY",56764
36005022702,"Bronx County, NY",56753
36047026200,"Kings County, NY",56752
36085012804,"Richmond County, NY",56738
36059405000,"Elmont, NY",56721
34003018200,"Fairview, NJ",56695
34023002703,"Avenel, Woodbridge Township, NJ",56689
36061016700,"Upper West Side, New York, NY",56677
34039033000,"Union, NJ",56667
34003018100,"Fairview, NJ",56666
36081062300,"Queens County, NY",56653
36047014200,"Kings County, NY",56610
36047000900,"Kings County, NY",56595
36085030302,"Richmond County, NY",56594
36047002100,"Kings County, NY",56584
36061014602,"Upper East Side, New York, NY",56572
36059302502,"Old Westbury, NY",56555
36061017100,"Upper West Side, New York, NY",56547
34017011400,"Constable Hook, Bayonne, NJ",56547
36047057800,"Kings County, NY",56546
36047051900,"Kings County, NY",56519
36081120500,"Queens County, NY",56508
36081027100,"Queens County, NY",56503
36047058600,"Kings County, NY",56502
34013019800,"Maplewood, NJ",56489
36081084000,"Queens County, NY",56489
36119006200,"New Rochelle, NY",56460
36119007000,"Larchmont, NY",56450
36047002000,"Kings County, NY",56447
36047119000,"Kings County, NY",56442
36047033600,"Kings County, NY",56441
36081006502,"Queens County, NY",56435
34017005400,"Greenville, Jersey City, NJ",56404
36081032700,"Queens County, NY",56400
36081004200,"Queens County, NY",56396
36047059600,"Kings County, NY",56379
36081086100,"Queens County, NY",56365
36081059500,"Queens County, NY",56358
34023003401,"Sewaren, Woodbridge Township, NJ",56344
36085000800,"Richmond County, NY",56342
36061001200,"Lower Manhattan, New York, NY",56328
36081085500,"Queens County, NY",56314
34023001413,"Edison, NJ",56299
34023002605,"Colonia, Woodbridge Township, NJ",56295
36081126500,"Queens County, NY",56294
36059404800,"South Floral Park, NY",56288
36081047800,"Queens County, NY",56252
36005045600,"Bronx County, NY",56243
36085003300,"Richmond County, NY",56196
34023009200,"Sayreville, NJ",56183
34017015300,"West New York, NJ",56167
36059409900,"Valley Stream, NY",56159
34023007500,"South Amboy, NJ",56126
34013000400,"Upper Roseville, Newark, NJ",56118
34023003500,"Carteret, NJ",56107
36005029700,"Bronx County, NY",56106
36119006500,"New Rochelle, NY",56105
36047018000,"Kings County, NY",56100
36005029302,"Bronx County, NY",56089
36047041600,"Kings County, NY",56083
36047057300,"Kings County, NY",56075
36081013400,"Queens County, NY",56071
36047036001,"Kings County, NY",56069
36061013800,"Upper East Side, New York, NY",56069
34023002805,"Woodbridge, Woodbridge Township, NJ",56065
36047046800,"Kings County, NY",56061
36081015900,"Queens County, NY",56047
34013017800,"West Orange, NJ",56040
34039031801,"Elizabeth, NJ",56034
36081071702,"Queens County, NY",56027
36081029100,"Queens County, NY",56024
36059405200,"Elmont, NY",56017
34017000400,"The Heights, Jersey City, NJ",56001
36059416500,"Long Beach, NY",55974
36061001502,"Lower Manhattan, New York, NY",55972
36061008400,"Midtown, New York, NY",55969
34039037800,"Summit, NJ",55965
34023007202,"Parlin, Sayreville, NJ",55960
36081101002,"Queens County, NY",55960
36061010602,"Lenox Hill, New York, NY",55932
36047000502,"Kings County, NY",55929
36005025400,"Bronx County, NY",55906
34013009500,"Forest Hill, Newark, NJ",55872
34017014200,"North Bergen, NJ",55855
36081012602,"Queens County, NY",55854
34023001805,"Edison, NJ",55840
34013009400,"Forest Hill, Newark, NJ",55817
36047004900,"Kings County, NY",55814
34003036200,"Moonachie, NJ",55810
36061009100,"Midtown, New York, NY",55808
34017015802,"West New York, NJ",55806
34031124323,"Clifton, NJ",55742
36047005100,"Kings County, NY",55712
36085012806,"Richmond County, NY",55692
36005005200,"Bronx County, NY",55672
34039030900,"Elizabeth, NJ",55647
36047066200,"Kings County, NY",55645
36061027500,"Upper Manhattan, New York, NY",55638
36061012400,"Lenox Hill, New York, NY",55632
36081043900,"Queens County, NY",55624
34023002200,"Metuchen, NJ",55614
36081068300,"Queens County, NY",55604
34013017600,"West Orange, NJ",55593
36047008200,"Kings County, NY",55592
36081014400,"Queens County, NY",55588
36081015500,"Queens County, NY",55555
36047000100,"Kings County, NY",55551
36081028700,"Queens County, NY",55546
34017014102,"North Bergen, NJ",55530
36061031704,"Lower Manhattan, New York, NY",55529
36119006000,"New Rochelle, NY",55518
36047056300,"Kings County, NY",55505
36061011402,"Upper East Side, New York, NY",55499
36085017300,"Richmond County, NY",55487
36081134700,"Queens County, NY",55480
36047046000,"Kings County, NY",55480
36047050300,"Kings County, NY",55474
36081125700,"Queens County, NY",55472
34017005802,"Jersey City, NJ",55430
36061006400,"Gramercy Park, New York, NY",55424
34017010800,"Constable Hook, Bayonne, NJ",55407
34003023200,"Hackensack, NJ",55395
36061006200,"Kips Bay, New York, NY",55391
36047058000,"Kings County, NY",55390
36047068200,"Kings County, NY",55386
34023003201,"Woodbridge Township, NJ",55383
34039035400,"Linden, NJ",55352
36081020400,"Queens County, NY",55313
36047025700,"Kings County, NY",55288
36059414303,"Freeport, NY",55284
34017000902,"Journal Square, Jersey City, NJ",55237
34017001000,"The Heights, Jersey City, NJ",55201
34031182000,"Paterson, NJ",55196
34017000200,"The Heights, Jersey City, NJ",55193
36085003600,"Richmond County, NY",55188
36081080900,"Queens County, NY",55183
36061007600,"Midtown, New York, NY",55171
36005024800,"Bronx County, NY",55171
34023004700,"Perth Amboy, NJ",55140
34023002402,"Colonia, Woodbridge Township, NJ",55074
36047059000,"Kings County, NY",55070
36047028000,"Kings County, NY",55066
36047013600,"Kings County, NY",55055
36081085700,"Queens County, NY",55053
36047006000,"Kings County, NY",55048
36081077500,"Queens County, NY",55042
34023007600,"South Amboy, NJ",55017
34017015002,"Guttenberg, NJ",55001
36005026601,"Bronx County, NY",54985
36119001403,"Lincoln Park, Yonkers, NY",54965
34023001411,"Edison, NJ",54923
34031124500,"Clifton, NJ",54910
36047006800,"Kings County, NY",54910
36047002200,"Kings County, NY",54888
34031124700,"Clifton, NJ",54886
36081013000,"Queens County, NY",54872
34023002500,"Iselin, Woodbridge Township, NJ",54871
36005016600,"Bronx County, NY",54857
36047047700,"Kings County, NY",54827
34023007402,"South Amboy, NJ",54799
36081023000,"Queens County, NY",54798
36005041900,"Bronx County, NY",54768
34031124900,"Clifton, NJ",54767
36047007700,"Kings County, NY",54765
36047150200,"Kings County, NY",54758
36005033000,"Bronx County, NY",54734
36081018101,"Queens County, NY",54730
36047004100,"Kings County, NY",54718
36047049700,"Kings County, NY",54707
36047009400,"Kings County, NY",54691
36047060800,"Kings County, NY",54676
34017018500,"Hoboken, NJ",54664
36061003900,"Lower Manhattan, New York, NY",54662
36081005800,"Queens County, NY",54637
36061009500,"Midtown, New York, NY",54634
36059405100,"Elmont, NY",54597
36005016200,"Bronx County, NY",54583
36061011000,"Lenox Hill, New York, NY",54580
34023009000,"Avenel, Woodbridge Township, NJ",54576
34017015100,"Guttenberg, NJ",54567
36061008700,"Midtown, New York, NY",54561
36047008800,"Kings County, NY",54545
36047013300,"Kings County, NY",54541
36047044200,"Kings County, NY",54540
36081117100,"Queens County, NY",54537
34039035200,"Linden, NJ",54525
36047057000,"Kings County, NY",54520
36081120300,"Queens County, NY",54514
34039031601,"Elizabeth, NJ",54510
34023003001,"Woodbridge, Woodbridge Township, NJ",54504
36081006100,"Queens County, NY",54498
36085029102,"Richmond County, NY",54490
34039035000,"Linden, NJ",54485
36061015500,"Lincoln Square, New York, NY",54462
36061013900,"Hell's Kitchen, New York, NY",54454
34017014800,"North Bergen, NJ",54453
36081092500,"Queens County, NY",54429
34017016500,"Union City, NJ",54426
36081012601,"Queens County, NY",54415
36119000203,"Ludlow, Yonkers, NY",54397
36081018900,"Queens County, NY",54394
34003021400,"Garfield, NJ",54374
34013020000,"Essex County, NJ",54374
34013015600,"Bloomfield, NJ",54371
36005009600,"Bronx County, NY",54337
34017005900,"Greenville, Jersey City, NJ",54304
36047072000,"Kings County, NY",54254
34003054600,"Teaneck, NJ",54241
34017006100,"Greenville, Jersey City, NJ",54218
36081144700,"Queens County, NY",54183
36081020800,"Queens County, NY",54181
36047096400,"Kings County, NY",54180
34017011600,"Constable Hook, Bayonne, NJ",54171
36047054600,"Kings County, NY",54156
34017015700,"West New York, NJ",54155
36061011401,"Lenox Hill, New York, NY",54152
34003023302,"Hackensack, NJ",54145
34039032700,"Union, NJ",54123
34017006200,"Greenville, Jersey City, NJ",54081
36081055200,"Queens County, NY",54052
36081122702,"Queens County, NY",53982
36081030904,"Queens County, NY",53967
36081025500,"Queens County, NY",53950
34017012800,"Kearny, NJ",53942
36085024700,"Richmond County, NY",53930
34013015100,"Bloomfield, NJ",53930
36047050202,"Kings County, NY",53920
36081072900,"Queens County, NY",53900
36061016500,"Upper West Side, New York, NY",53864
36005022703,"Bronx County, NY",53857
36061008900,"Midtown, New York, NY",53854
36081046900,"Queens County, NY",53839
36061007500,"Lower Manhattan, New York, NY",53828
34003021300,"Garfield, NJ",53824
36005034300,"Bronx County, NY",53819
36085018701,"Richmond County, NY",53815
36047013700,"Kings County, NY",53790
34017016700,"Union City, NJ",53768
36047016000,"Kings County, NY",53720
36047017100,"Kings County, NY",53699
36005013200,"Bronx County, NY",53674
36061019500,"Upper West Side, New York, NY",53673
36081070900,"Queens County, NY",53643
34017017800,"Union City, NJ",53633
36047008000,"Kings County, NY",53612
36081043701,"Queens County, NY",53607
36081055800,"Queens County, NY",53605
36005027900,"Bronx County, NY",53604
36047052800,"Kings County, NY",53580
36005012300,"Bronx County, NY",53556
36047016100,"Kings County, NY",53555
34017002400,"Downtown Jersey City, Jersey City, NJ",53546
36059406702,"Hempstead, NY",53507
34017013700,"East Newark, NJ",53502
36081002600,"Queens County, NY",53499
34013017900,"West Orange, NJ",53489
36085001700,"Richmond County, NY",53477
36047062600,"Kings County, NY",53472
34003019202,"Fort Lee, NJ",53466
34003015500,"Englewood, NJ",53462
36047116800,"Kings County, NY",53453
36081046200,"Queens County, NY",53406
34003021600,"Garfield, NJ",53349
34039038601,"Scotch Plains, NJ",53334
34013015900,"Bloomfield, NJ",53322
36047119800,"Kings County, NY",53313
36081011000,"Queens County, NY",53295
36081027900,"Queens County, NY",53283
36047045300,"Kings County, NY",53242
34003054500,"Teaneck, NJ",53235
34017000600,"The Heights, Jersey City, NJ",53167
34017005200,"Greenville, Jersey City, NJ",53166
36059517200,"Glen Cove, NY",53162
36081014800,"Queens County, NY",53142
36081028900,"Queens County, NY",53132
34023002902,"Woodbridge, Woodbridge Township, NJ",53120
36081002400,"Queens County, NY",53105
34017014000,"North Bergen, NJ",53095
36081094203,"Queens County, NY",53094
36081026500,"Queens County, NY",53069
36047009600,"Kings County, NY",53060
36081027700,"Queens County, NY",53059
36047024100,"Kings County, NY",53056
36081047200,"Queens County, NY",53010
34013000200,"Upper Roseville, Newark, NJ",53004
36081053100,"Queens County, NY",53000
36005041300,"Bronx County, NY",52993
34013014600,"Belleville, NJ",52974
34023001901,"Edison, NJ",52928
36081048400,"Queens County, NY",52915
36059414301,"Freeport, NY",52910
36081004401,"Queens County, NY",52900
36061005700,"Lower Manhattan, New York, NY",52889
36047078600,"Kings County, NY",52846
36047042400,"Kings County, NY",52761
36005035100,"Bronx County, NY",52739
36047073800,"Kings County, NY",52704
36119000201,"Ludlow, Yonkers, NY",52690
36047027800,"Kings County, NY",52659
36061001401,"Lower East Side, New York, NY",52645
36081012200,"Queens County, NY",52639
36081015700,"Queens County, NY",52620
36119005901,"New Rochelle, NY",52603
36047008400,"Kings County, NY",52600
36081076901,"Queens County, NY",52599
36061028300,"Fort George, New York, NY",52598
36081009400,"Queens County, NY",52578
36061009800,"Midtown, New York, NY",52548
36081035100,"Queens County, NY",52540
36081053500,"Queens County, NY",52535
34017000800,"The Heights, Jersey City, NJ",52534
36081011100,"Queens County, NY",52495
34039036600,"Westfield, NJ",52485
36119003700,"North Side, Mount Vernon, NY",52469
36047069000,"Kings County, NY",52458
36047010200,"Kings County, NY",52418
36061015801,"Upper East Side, New York, NY",52336
34017000700,"The Heights, Jersey City, NJ",52333
34023003203,"Woodbridge Township, NJ",52300
34003023402,"Hackensack, NJ",52293
34017010300,"Bayonne, NJ",52278
36081094202,"Queens County, NY",52273
36005030000,"Bronx County, NY",52268
36047004300,"Kings County, NY",52241
36047007600,"Kings County, NY",52236
34013016300,"Upper Montclair, Montclair, NJ",52227
